Time (s),Inner Temp (°C),Outer Temp (°C)
13190.0,374.791667,209.883607
13200.0,375.0,210.021041
13210.0,375.208333,210.158514
13220.0,375.416667,210.296024
13230.0,375.625,210.433571
13240.0,375.833333,210.571156
13250.0,376.041667,210.708779
13260.0,376.25,210.846439
13270.0,376.458333,210.984136
13280.0,376.666667,211.12187
13290.0,376.875,211.259641
13300.0,377.083333,211.39745
13310.0,377.291667,211.535295
13320.0,377.5,211.673177
13330.0,377.708333,211.811095
13340.0,377.916667,211.949051
13350.0,378.125,212.087042
13360.0,378.333333,212.225071
13370.0,378.541667,212.363135
13380.0,378.75,212.501236
13390.0,378.958333,212.639373
13400.0,379.166667,212.777546
13410.0,379.375,212.915755
13420.0,379.583333,213.054
13430.0,379.791667,213.192281
13440.0,380.0,213.330598
13450.0,380.208333,213.46895
13460.0,380.416667,213.607337
13470.0,380.625,213.74576
13480.0,380.833333,213.884219
13490.0,381.041667,214.022713
13500.0,381.25,214.161241
13510.0,381.458333,214.299805
13520.0,381.666667,214.438404
13530.0,381.875,214.577038
13540.0,382.083333,214.715707
13550.0,382.291667,214.85441
13560.0,382.5,214.993148
13570.0,382.708333,215.131921
13580.0,382.916667,215.270728
13590.0,383.125,215.409569
13600.0,383.333333,215.548445
13610.0,383.541667,215.687355
13620.0,383.75,215.826299
13630.0,383.958333,215.965276
13640.0,384.166667,216.104288
13650.0,384.375,216.243334
13660.0,384.583333,216.382413
13670.0,384.791667,216.521526
13680.0,385.0,216.660672
13690.0,385.208333,216.799852
13700.0,385.416667,216.939065
13710.0,385.625,217.078311
13720.0,385.833333,217.217591
13730.0,386.041667,217.356903
13740.0,386.25,217.496249
13750.0,386.458333,217.635627
13760.0,386.666667,217.775038
13770.0,386.875,217.914482
13780.0,387.083333,218.053959
13790.0,387.291667,218.193468
13800.0,387.5,218.333009
13810.0,387.708333,218.472583
13820.0,387.916667,218.612189
13830.0,388.125,218.751827
13840.0,388.333333,218.891497
13850.0,388.541667,219.031199
13860.0,388.75,219.170933
13870.0,388.958333,219.310699
13880.0,389.166667,219.450496
13890.0,389.375,219.590326
13900.0,389.583333,219.730186
13910.0,389.791667,219.870078
13920.0,390.0,220.010001
13930.0,390.208333,220.149956
13940.0,390.416667,220.289942
13950.0,390.625,220.429959
13960.0,390.833333,220.570007
13970.0,391.041667,220.710085
13980.0,391.25,220.850195
13990.0,391.458333,220.990335
14000.0,391.666667,221.130506
14010.0,391.875,221.270707
14020.0,392.083333,221.410939
14030.0,392.291667,221.551202
14040.0,392.5,221.691494
14050.0,392.708333,221.831817
14060.0,392.916667,221.97217
14070.0,393.125,222.112553
14080.0,393.333333,222.252966
14090.0,393.541667,222.393409
14100.0,393.75,222.533882
14110.0,393.958333,222.674384
14120.0,394.166667,222.814916
14130.0,394.375,222.955478
14140.0,394.583333,223.096069
14150.0,394.791667,223.236689
14160.0,395.0,223.377339
14170.0,395.208333,223.518018
14180.0,395.416667,223.658726
14190.0,395.625,223.799463
14200.0,395.833333,223.94023
14210.0,396.041667,224.081025
14220.0,396.25,224.221849
14230.0,396.458333,224.362701
14240.0,396.666667,224.503583
14250.0,396.875,224.644492
14260.0,397.083333,224.785431
14270.0,397.291667,224.926398
14280.0,397.5,225.067393
14290.0,397.708333,225.208417
14300.0,397.916667,225.349468
14310.0,398.125,225.490548
14320.0,398.333333,225.631656
14330.0,398.541667,225.772792
14340.0,398.75,225.913956
14350.0,398.958333,226.055148
14360.0,399.166667,226.196367
14370.0,399.375,226.337614
14380.0,399.583333,226.478889
14390.0,399.791667,226.620191
14400.0,400.0,226.761521
